Date,Open,High,Low,Close,Adj Close,Volume
2020-01-02,1555.0,1555.0,1490.0,1495.0,835.6322021484375,76612000
2020-01-03,1460.0,1470.0,1425.0,1465.0,856.3723754882812,117795600
2020-01-06,1455.0,1515.0,1450.0,1465.0,856.3723754882812,61423200
2020-01-07,1480.0,1540.0,1460.0,1540.0,900.2138671875,74336500
2020-01-08,1530.0,1535.0,1505.0,1505.0,879.75439453125,55121100
2020-01-09,1520.0,1525.0,1475.0,1495.0,873.908935546875,41270800
2020-01-10,1520.0,1565.0,1515.0,1550.0,906.0593872070312,97200800
2020-01-13,1585.0,1595.0,1555.0,1565.0,914.8278198242188,79898600
2020-01-14,1580.0,1585.0,1535.0,1560.0,911.9049682617188,68815800
2020-01-15,1555.0,1555.0,1475.0,1475.0,862.2177734375,79941500
2020-01-16,1480.0,1505.0,1455.0,1470.0,859.2949829101562,47679400
2020-01-17,1470.0,1485.0,1460.0,1480.0,865.1406860351562,20952100
2020-01-20,1485.0,1490.0,1430.0,1435.0,838.8355712890625,23993600
2020-01-21,1425.0,1455.0,1400.0,1415.0,827.1445922851562,38058600
2020-01-22,1415.0,1420.0,1360.0,1365.0,797.916748046875,63630500
2020-01-23,1350.0,1390.0,1320.0,1380.0,806.6851196289062,66076300
2020-01-24,1390.0,1395.0,1370.0,1380.0,806.6851196289062,14852500
2020-01-27,1370.0,1370.0,1290.0,1295.0,756.998046875,42333400
2020-01-28,1280.0,1345.0,1260.0,1325.0,774.53466796875,77945500
2020-01-29,1330.0,1345.0,1300.0,1305.0,762.8435668945312,27119800
2020-01-30,1305.0,1325.0,1280.0,1295.0,756.998046875,24536100
2020-01-31,1305.0,1305.0,1225.0,1225.0,716.0792236328125,79503700
2020-02-03,1200.0,1245.0,1180.0,1225.0,716.0792236328125,66293300
2020-02-04,1260.0,1285.0,1235.0,1270.0,742.3841552734375,65979400
2020-02-05,1295.0,1345.0,1295.0,1315.0,768.6890258789062,60602000
2020-02-06,1350.0,1350.0,1280.0,1305.0,762.8435668945312,37379900
2020-02-07,1285.0,1315.0,1285.0,1305.0,762.8435668945312,15026100
2020-02-10,1290.0,1295.0,1265.0,1280.0,748.2296752929688,19636900
2020-02-11,1295.0,1315.0,1275.0,1315.0,768.6890258789062,32034700
2020-02-12,1325.0,1335.0,1315.0,1330.0,777.4573974609375,40092100
2020-02-13,1335.0,1355.0,1295.0,1350.0,789.1484375,62528100
2020-02-14,1350.0,1360.0,1310.0,1320.0,771.6117553710938,29880000
2020-02-17,1325.0,1330.0,1305.0,1320.0,771.6117553710938,12413400
2020-02-18,1320.0,1350.0,1315.0,1330.0,777.4573974609375,28647600
2020-02-19,1335.0,1345.0,1290.0,1305.0,762.8435668945312,49522500
2020-02-20,1315.0,1360.0,1310.0,1350.0,789.1484375,45664600
2020-02-21,1350.0,1355.0,1310.0,1310.0,765.7662963867188,33041400
2020-02-24,1285.0,1310.0,1270.0,1285.0,751.1524658203125,37626300
2020-02-25,1270.0,1300.0,1260.0,1285.0,751.1524658203125,31970000
2020-02-26,1275.0,1295.0,1250.0,1250.0,730.6930541992188,38644500
2020-02-27,1250.0,1275.0,1155.0,1165.0,681.005859375,62491000
2020-02-28,1130.0,1160.0,1085.0,1155.0,675.160400390625,63533800
2020-03-02,1175.0,1195.0,1100.0,1115.0,651.7781982421875,41125400
2020-03-03,1140.0,1180.0,1125.0,1140.0,666.39208984375,90994700
2020-03-04,1125.0,1215.0,1110.0,1205.0,704.3881225585938,85031200
2020-03-05,1220.0,1225.0,1155.0,1175.0,686.8515625,63958800
2020-03-06,1140.0,1180.0,1140.0,1160.0,678.0831298828125,33637700
2020-03-09,1060.0,1085.0,1000.0,1010.0,590.3999633789062,85414300
2020-03-10,1020.0,1060.0,1010.0,1030.0,602.091064453125,47800300
2020-03-11,1030.0,1035.0,930.0,965.0,564.0950317382812,70759400
2020-03-12,900.0,930.0,820.0,830.0,485.18011474609375,75896100
2020-03-13,790.0,860.0,775.0,830.0,485.18011474609375,90075800
2020-03-16,830.0,830.0,830.0,830.0,485.18011474609375,0
2020-03-17,760.0,760.0,725.0,725.0,423.802001953125,47571500
2020-03-18,725.0,760.0,675.0,690.0,403.3425598144531,85489000
2020-03-19,670.0,670.0,645.0,645.0,377.03759765625,57290600
2020-03-20,645.0,800.0,610.0,745.0,435.4930725097656,139182200
2020-03-23,725.0,835.0,695.0,775.0,453.0296936035156,111577400
2020-03-24,810.0,900.0,780.0,850.0,496.8712463378906,82445200
2020-03-26,885.0,1010.0,870.0,965.0,564.0950317382812,120540900
2020-03-27,990.0,1050.0,920.0,990.0,578.7089233398438,76999800
2020-03-30,970.0,970.0,925.0,925.0,540.7129516601562,28451400
2020-03-31,925.0,1020.0,925.0,990.0,578.7089233398438,83005000
2020-04-01,995.0,1030.0,940.0,1020.0,596.2455444335938,56063700
2020-04-02,980.0,1055.0,970.0,1040.0,607.9365844726562,29924200
2020-04-03,1055.0,1100.0,1040.0,1100.0,643.0098876953125,43071600
2020-04-06,1110.0,1150.0,1080.0,1150.0,672.2376098632812,41495700
2020-04-07,1190.0,1200.0,1075.0,1140.0,666.39208984375,52492500
2020-04-08,1150.0,1150.0,1065.0,1065.0,622.5504150390625,44442400
2020-04-09,1015.0,1080.0,1000.0,1040.0,607.9365844726562,31567000
2020-04-13,1050.0,1075.0,1020.0,1040.0,607.9365844726562,13653600
2020-04-14,1040.0,1080.0,1040.0,1080.0,631.3187866210938,24122100
2020-04-15,1080.0,1100.0,1010.0,1045.0,610.8594360351562,29124400
2020-04-16,1035.0,1035.0,975.0,975.0,569.9406127929688,33908100
2020-04-17,1000.0,1050.0,990.0,1035.0,605.0137939453125,36048300
2020-04-20,1030.0,1045.0,980.0,985.0,575.7861328125,31892700
2020-04-21,970.0,970.0,920.0,930.0,543.6356201171875,45011700
2020-04-22,930.0,930.0,870.0,885.0,517.3306884765625,64670900
2020-04-23,900.0,925.0,895.0,905.0,529.0217895507812,50027600
2020-04-24,910.0,985.0,870.0,875.0,511.4850769042969,98736600
2020-04-27,900.0,945.0,885.0,900.0,526.0990600585938,97943800
2020-04-28,910.0,915.0,875.0,890.0,520.25341796875,47890200
2020-04-29,895.0,905.0,880.0,885.0,517.3306884765625,43090800
2020-04-30,895.0,920.0,890.0,920.0,537.7901000976562,82626500
2020-05-04,920.0,920.0,870.0,890.0,520.25341796875,68085900
2020-05-05,905.0,925.0,895.0,905.0,529.0217895507812,51891500
2020-05-06,920.0,965.0,900.0,950.0,555.3267211914062,105354100
2020-05-08,955.0,1030.0,955.0,1025.0,599.1683349609375,144477800
2020-05-11,1040.0,1060.0,1025.0,1030.0,602.091064453125,62095700
2020-05-12,1040.0,1060.0,1000.0,1005.0,587.4772338867188,49628600
2020-05-13,1005.0,1040.0,970.0,1000.0,584.5545043945312,43999100
2020-05-14,1025.0,1025.0,930.0,945.0,552.4039306640625,89411900
2020-05-15,955.0,970.0,910.0,925.0,540.7129516601562,38978300
2020-05-18,935.0,1020.0,930.0,1020.0,596.2455444335938,76684300
2020-05-19,1035.0,1065.0,990.0,1005.0,587.4772338867188,85706200
2020-05-20,1015.0,1020.0,970.0,980.0,572.8633422851562,41027400
2020-05-26,1000.0,1020.0,975.0,1000.0,584.5545043945312,49777400
2020-05-27,1020.0,1020.0,990.0,1000.0,584.5545043945312,47426900
2020-05-28,1005.0,1075.0,1000.0,1030.0,602.091064453125,137778200
2020-05-29,1015.0,1100.0,1015.0,1100.0,643.0098876953125,139275700
2020-06-02,1100.0,1185.0,1095.0,1145.0,669.3148193359375,123823700
2020-06-03,1155.0,1180.0,1150.0,1165.0,681.005859375,89675400
2020-06-04,1135.0,1150.0,1105.0,1120.0,680.4773559570312,100659200
2020-06-05,1130.0,1130.0,1085.0,1100.0,668.3259887695312,73108200
2020-06-08,1110.0,1175.0,1110.0,1160.0,704.7800903320312,88605200
2020-06-09,1165.0,1240.0,1160.0,1180.0,716.9314575195312,117226600
2020-06-10,1175.0,1180.0,1100.0,1100.0,668.3259887695312,65467500
2020-06-11,1100.0,1110.0,1055.0,1070.0,650.098876953125,31930900
2020-06-12,1060.0,1070.0,1010.0,1060.0,644.023193359375,49986300
2020-06-15,1070.0,1085.0,1010.0,1020.0,619.7203979492188,35356800
2020-06-16,1040.0,1085.0,1040.0,1075.0,653.1366577148438,48677100
2020-06-17,1085.0,1095.0,1055.0,1070.0,650.098876953125,38939600
2020-06-18,1065.0,1075.0,1030.0,1030.0,625.7962036132812,59061200
2020-06-19,1040.0,1060.0,1035.0,1040.0,631.8717651367188,70199400
2020-06-22,1050.0,1055.0,1020.0,1030.0,625.7962036132812,38485700
2020-06-23,1050.0,1050.0,990.0,1005.0,610.60693359375,80075000
2020-06-24,1015.0,1050.0,1010.0,1045.0,634.9096069335938,80781000
2020-06-25,1035.0,1035.0,1005.0,1005.0,610.60693359375,58913100
2020-06-26,1025.0,1025.0,1010.0,1015.0,616.6825561523438,40144900
2020-06-29,1015.0,1025.0,1000.0,1005.0,610.60693359375,53482300
2020-06-30,1020.0,1020.0,990.0,995.0,604.5311889648438,88016000
2020-07-01,995.0,1045.0,990.0,1045.0,634.9096069335938,98514700
2020-07-02,1055.0,1080.0,1045.0,1050.0,637.947509765625,170254500
2020-07-03,1060.0,1080.0,1035.0,1040.0,631.8717651367188,55575100
2020-07-06,1050.0,1065.0,1035.0,1065.0,647.06103515625,42400100
2020-07-07,1080.0,1085.0,1050.0,1050.0,637.947509765625,94523900
2020-07-08,1050.0,1075.0,1050.0,1065.0,647.06103515625,60115300
2020-07-09,1065.0,1125.0,1060.0,1095.0,665.2880859375,138899500
2020-07-10,1095.0,1110.0,1080.0,1085.0,659.21240234375,70076300
2020-07-13,1085.0,1160.0,1080.0,1155.0,701.7422485351562,134592000
2020-07-14,1145.0,1170.0,1125.0,1155.0,701.7422485351562,127484300
2020-07-15,1170.0,1180.0,1125.0,1130.0,686.5531005859375,60120300
2020-07-16,1135.0,1150.0,1105.0,1110.0,674.401611328125,62091100
2020-07-17,1115.0,1160.0,1110.0,1155.0,701.7422485351562,93909100
2020-07-20,1155.0,1165.0,1130.0,1130.0,686.5531005859375,46512900
2020-07-21,1130.0,1145.0,1115.0,1135.0,689.5908813476562,52362800
2020-07-22,1140.0,1150.0,1120.0,1125.0,683.5151977539062,38753200
2020-07-23,1130.0,1145.0,1120.0,1130.0,686.5531005859375,64260600
2020-07-24,1130.0,1135.0,1085.0,1090.0,662.2503051757812,57475100
2020-07-27,1090.0,1110.0,1080.0,1110.0,674.401611328125,26677900
2020-07-28,1115.0,1125.0,1075.0,1090.0,662.2503051757812,85970300
2020-07-29,1085.0,1095.0,1070.0,1085.0,659.21240234375,32109100
2020-07-30,1090.0,1100.0,1075.0,1085.0,659.21240234375,41227100
2020-08-03,1090.0,1095.0,1010.0,1030.0,625.7962036132812,59722100
2020-08-04,1040.0,1060.0,1030.0,1035.0,628.833984375,46118000
2020-08-05,1045.0,1055.0,1030.0,1050.0,637.947509765625,32037900
2020-08-06,1060.0,1120.0,1055.0,1115.0,677.439453125,78094300
2020-08-07,1115.0,1130.0,1085.0,1095.0,665.2880859375,42983500
2020-08-10,1095.0,1140.0,1095.0,1140.0,692.6287231445312,83699000
2020-08-11,1145.0,1170.0,1125.0,1150.0,698.7044067382812,77790400
2020-08-12,1150.0,1150.0,1105.0,1120.0,680.4773559570312,46530100
2020-08-13,1120.0,1130.0,1105.0,1115.0,677.439453125,40519400
2020-08-14,1115.0,1125.0,1100.0,1115.0,677.439453125,39456900
2020-08-18,1115.0,1125.0,1110.0,1115.0,677.439453125,40083600
2020-08-19,1115.0,1135.0,1100.0,1115.0,677.439453125,74016400
2020-08-24,1115.0,1120.0,1090.0,1095.0,665.2880859375,51729800
2020-08-25,1100.0,1110.0,1095.0,1100.0,668.3259887695312,46196300
2020-08-26,1110.0,1135.0,1095.0,1110.0,674.401611328125,74077900
2020-08-27,1120.0,1130.0,1110.0,1125.0,683.5151977539062,61274600
2020-08-28,1130.0,1160.0,1130.0,1145.0,695.6665649414062,108671900
2020-08-31,1160.0,1165.0,1085.0,1085.0,659.21240234375,85351100
2020-09-01,1090.0,1140.0,1080.0,1140.0,692.6287231445312,86245000
2020-09-02,1145.0,1215.0,1135.0,1215.0,738.1964111328125,267164700
2020-09-03,1210.0,1230.0,1175.0,1205.0,732.1207275390625,139885600
2020-09-04,1190.0,1205.0,1160.0,1205.0,732.1207275390625,77208600
2020-09-07,1205.0,1260.0,1180.0,1250.0,759.4613647460938,109160300
2020-09-08,1250.0,1280.0,1220.0,1240.0,753.3856201171875,105277500
2020-09-09,1220.0,1240.0,1180.0,1200.0,729.0828857421875,85808300
2020-09-10,1185.0,1190.0,1120.0,1120.0,680.4773559570312,104709600
2020-09-11,1080.0,1185.0,1080.0,1180.0,716.9314575195312,86766800
2020-09-14,1200.0,1220.0,1185.0,1200.0,729.0828857421875,57485800
2020-09-15,1215.0,1215.0,1175.0,1190.0,723.0072021484375,44495200
2020-09-16,1195.0,1205.0,1140.0,1145.0,695.6665649414062,52672700
2020-09-17,1165.0,1180.0,1125.0,1130.0,686.5531005859375,53488300
2020-09-18,1150.0,1155.0,1125.0,1145.0,695.6665649414062,87127400
2020-09-21,1155.0,1160.0,1140.0,1145.0,695.6665649414062,38247000
2020-09-22,1130.0,1180.0,1125.0,1160.0,704.7800903320312,68846900
2020-09-23,1175.0,1190.0,1150.0,1160.0,704.7800903320312,64671800
2020-09-24,1145.0,1160.0,1130.0,1130.0,686.5531005859375,39759400
2020-09-25,1140.0,1160.0,1130.0,1140.0,692.6287231445312,53909400
2020-09-28,1150.0,1155.0,1125.0,1130.0,686.5531005859375,26949400
2020-09-29,1140.0,1185.0,1140.0,1165.0,707.8179321289062,89147900
2020-09-30,1170.0,1175.0,1110.0,1135.0,689.5908813476562,51823100
2020-10-01,1150.0,1180.0,1135.0,1180.0,716.9314575195312,31098400
2020-10-02,1180.0,1185.0,1120.0,1140.0,692.6287231445312,43192400
2020-10-05,1150.0,1155.0,1120.0,1125.0,683.5151977539062,44630600
2020-10-06,1135.0,1145.0,1125.0,1125.0,683.5151977539062,33352500
2020-10-07,1125.0,1135.0,1115.0,1130.0,686.5531005859375,45283200
2020-10-08,1140.0,1155.0,1125.0,1130.0,686.5531005859375,72357800
2020-10-09,1120.0,1125.0,1110.0,1115.0,677.439453125,73435200
2020-10-12,1120.0,1130.0,1110.0,1110.0,674.401611328125,54683000
2020-10-13,1110.0,1155.0,1090.0,1150.0,698.7044067382812,121076600
2020-10-14,1150.0,1200.0,1130.0,1185.0,719.9692993164062,123826100
2020-10-15,1185.0,1195.0,1155.0,1155.0,701.7422485351562,72630600
2020-10-16,1170.0,1230.0,1145.0,1220.0,741.234130859375,135715400
2020-10-19,1240.0,1240.0,1210.0,1220.0,741.234130859375,73973200
2020-10-20,1220.0,1225.0,1200.0,1210.0,735.1585693359375,42037100
2020-10-21,1220.0,1220.0,1190.0,1200.0,729.0828857421875,45076700
2020-10-22,1190.0,1190.0,1155.0,1160.0,704.7800903320312,91568400
2020-10-23,1175.0,1175.0,1140.0,1145.0,695.6665649414062,52389600
2020-10-26,1145.0,1155.0,1140.0,1145.0,695.6665649414062,32605100
2020-10-27,1145.0,1150.0,1125.0,1125.0,683.5151977539062,41562300
2020-11-02,1120.0,1150.0,1100.0,1130.0,686.5531005859375,51499400
2020-11-03,1140.0,1165.0,1140.0,1145.0,695.6665649414062,70174800
2020-11-04,1150.0,1160.0,1105.0,1110.0,674.401611328125,66743200
2020-11-05,1140.0,1155.0,1125.0,1140.0,692.6287231445312,44255800
2020-11-06,1150.0,1155.0,1130.0,1140.0,692.6287231445312,57817100
2020-11-09,1150.0,1155.0,1120.0,1130.0,686.5531005859375,79574200
2020-11-10,1150.0,1155.0,1130.0,1140.0,692.6287231445312,61432600
2020-11-11,1150.0,1205.0,1145.0,1205.0,732.1207275390625,218766200
2020-11-12,1205.0,1205.0,1160.0,1175.0,713.8936157226562,90738000
2020-11-13,1170.0,1190.0,1155.0,1165.0,707.8179321289062,64105000
2020-11-16,1180.0,1205.0,1165.0,1195.0,726.0449829101562,77947500
2020-11-17,1205.0,1210.0,1180.0,1180.0,716.9314575195312,99737900
2020-11-18,1180.0,1205.0,1180.0,1190.0,723.0072021484375,72626600
2020-11-19,1195.0,1255.0,1180.0,1240.0,753.3856201171875,221812500
2020-11-20,1245.0,1260.0,1210.0,1215.0,738.1964111328125,121792400
2020-11-23,1230.0,1290.0,1225.0,1290.0,783.7640380859375,195985700
2020-11-24,1320.0,1335.0,1290.0,1300.0,789.8397827148438,159576400
2020-11-25,1335.0,1350.0,1275.0,1300.0,789.8397827148438,152184000
2020-11-26,1335.0,1365.0,1325.0,1360.0,826.2937622070312,135992700
2020-11-27,1385.0,1410.0,1375.0,1390.0,844.5209350585938,163284800
2020-11-30,1400.0,1475.0,1295.0,1390.0,844.5209350585938,452796900
2020-12-01,1410.0,1425.0,1340.0,1390.0,844.5209350585938,191809000
2020-12-02,1400.0,1410.0,1370.0,1390.0,844.5209350585938,111410600
2020-12-03,1405.0,1430.0,1375.0,1375.0,835.407470703125,147801800
2020-12-04,1405.0,1460.0,1360.0,1435.0,871.8616333007812,403854300
2020-12-07,1500.0,1530.0,1475.0,1485.0,902.2401123046875,277745100
2020-12-08,1510.0,1545.0,1485.0,1545.0,938.6942138671875,414707600
2020-12-10,1580.0,1600.0,1525.0,1545.0,938.6942138671875,321869700
2020-12-11,1570.0,1575.0,1530.0,1535.0,932.6184692382812,108605000
2020-12-14,1560.0,1585.0,1555.0,1570.0,953.8834228515625,175731000
2020-12-15,1570.0,1575.0,1530.0,1530.0,929.5807495117188,143516900
2020-12-16,1550.0,1570.0,1545.0,1555.0,944.769775390625,183469700
2020-12-17,1555.0,1555.0,1455.0,1490.0,905.27783203125,255575900
2020-12-18,1490.0,1500.0,1465.0,1480.0,899.2022705078125,136218100
2020-12-21,1490.0,1595.0,1470.0,1555.0,944.769775390625,289216400
2020-12-22,1555.0,1560.0,1470.0,1470.0,893.1263427734375,193705300
2020-12-23,1500.0,1540.0,1400.0,1490.0,905.27783203125,177123600
2020-12-28,1515.0,1520.0,1460.0,1505.0,914.3914184570312,98726000
2020-12-29,1530.0,1540.0,1470.0,1490.0,905.27783203125,99547900
2020-12-30,1490.0,1490.0,1425.0,1430.0,868.8236694335938,82195800
2021-01-04,1430.0,1460.0,1360.0,1455.0,884.0128784179688,110366200
2021-01-05,1455.0,1470.0,1420.0,1425.0,865.7858276367188,107023500
2021-01-06,1415.0,1420.0,1340.0,1375.0,835.407470703125,203948800
2021-01-07,1370.0,1430.0,1360.0,1405.0,853.634521484375,204243100
2021-01-08,1450.0,1485.0,1430.0,1445.0,877.9373168945312,165263900
2021-01-11,1490.0,1540.0,1470.0,1525.0,926.5426635742188,278542900
2021-01-12,1530.0,1535.0,1470.0,1475.0,896.164306640625,183107400
2021-01-13,1530.0,1540.0,1490.0,1515.0,920.467041015625,204773900
2021-01-14,1525.0,1535.0,1490.0,1495.0,908.3157958984375,105347800
2021-01-15,1495.0,1495.0,1450.0,1455.0,884.0128784179688,86423600
2021-01-18,1450.0,1485.0,1425.0,1440.0,874.8994140625,101719800
2021-01-19,1440.0,1460.0,1390.0,1415.0,859.710205078125,80577200
2021-01-20,1400.0,1440.0,1385.0,1415.0,859.710205078125,77779700
2021-01-21,1425.0,1435.0,1405.0,1410.0,856.67236328125,46712900
2021-01-22,1410.0,1420.0,1345.0,1350.0,820.2182006835938,92579500
2021-01-25,1350.0,1350.0,1260.0,1295.0,786.8018798828125,142274300
2021-01-26,1290.0,1335.0,1230.0,1260.0,765.5369262695312,138670800
2021-01-27,1260.0,1285.0,1215.0,1245.0,756.4234619140625,119157300
2021-01-28,1230.0,1275.0,1190.0,1200.0,729.0828857421875,201003600
2021-01-29,1220.0,1255.0,1160.0,1200.0,729.0828857421875,192575300
2021-02-01,1205.0,1235.0,1165.0,1230.0,747.3099975585938,165569500
2021-02-02,1230.0,1265.0,1185.0,1200.0,729.0828857421875,176841000
2021-02-03,1200.0,1210.0,1155.0,1170.0,710.8557739257812,173080500
2021-02-04,1170.0,1210.0,1150.0,1165.0,707.8179321289062,296042000
2021-02-05,1185.0,1230.0,1175.0,1210.0,735.1585693359375,225757600
2021-02-08,1240.0,1255.0,1215.0,1220.0,741.234130859375,171974800
2021-02-09,1235.0,1235.0,1200.0,1210.0,735.1585693359375,124214600
2021-02-10,1220.0,1225.0,1195.0,1200.0,729.0828857421875,70872800
2021-02-11,1200.0,1230.0,1195.0,1215.0,738.1964111328125,79109900
2021-02-15,1230.0,1240.0,1210.0,1215.0,738.1964111328125,75301100
2021-02-16,1215.0,1235.0,1205.0,1210.0,735.1585693359375,72063600
2021-02-17,1210.0,1220.0,1170.0,1180.0,716.9314575195312,123787800
2021-02-18,1180.0,1200.0,1165.0,1175.0,713.8936157226562,68479800
2021-02-19,1175.0,1185.0,1160.0,1180.0,716.9314575195312,55397800
2021-02-22,1195.0,1230.0,1185.0,1210.0,735.1585693359375,168255300
2021-02-23,1225.0,1230.0,1200.0,1205.0,732.1207275390625,96889300
2021-02-24,1215.0,1220.0,1185.0,1185.0,719.9692993164062,74830000
2021-02-25,1200.0,1215.0,1190.0,1200.0,729.0828857421875,79549900
2021-02-26,1180.0,1195.0,1175.0,1180.0,716.9314575195312,89372000
2021-03-01,1195.0,1200.0,1180.0,1185.0,719.9692993164062,96722600
2021-03-02,1200.0,1220.0,1185.0,1185.0,719.9692993164062,125690800
2021-03-03,1195.0,1200.0,1185.0,1185.0,719.9692993164062,53347200
